State,County FIPS,County Name, Solar , Wind , Hydroelectric , Low-Impact Hydroelectric , Natural Gas , Coal , Oil & Other FF , Other , Traditional TDS , Storage , Smart Grid , Micro Grid , Other Grid Mod , Coal .1, Petroleum , Natural Gas .1, Woody Biomass , Corn Ethanol , Other Clean Fuels , Other .1, ENERGY STAR & Efficient Lighting , Traditional HVAC , High Efficiency HVAC & Renewable H&C , Advanced Materials & Insulation ,Other, MV ,state_id,state_abbr,county_state_name,county_id,county_name,latitude,longitude,population,population_cohort,employment,employment_cohort,doe_climate_zone,cohort,residential_electricity_consumption,residential_electricity_expenditures,residential_electricity_utility_customers,residential_gas_consumption,residential_gas_expenditures,residential_gas_utility_customers,occuped_housing_units,commercial_electricity_consumption,commercial_electricity_expenditures,commercial_electricity_utility_customers,commercial_gas_consumption,commercial_gas_expenditures,commercial_gas_utility_customers,road_gas_consumption,road_diesel_consumption,road_miles_traveled,industry_electricity_consumption,industry_electricity_expenditures,industry_gas_consumption,residential_electricity_ghg,residential_gas_ghg,commercial_electricity_ghg,commercial_gas_ghg,industry_electricity_ghg,industry_gas_ghg,road_gas_ghg,road_diesel_ghg,egrid_primary_subregion,CO2 equivalent total output emission rate (mton/MWh),CO2 equivalent total output emission rate (mton/Mcf),CO2 equivalent total output emission rate (mton/gallon),CO2 equivalent total output emission rate (mton/gallon).1
IN,18113,Noble County,14,12,2,4,4,2,8,4,89,18,2,5,8,4,32,4,1,1,8,8,76,166,275,46,70,2778,18.0,IN,"Noble County, IN",18113.0,Noble County,41.40468,-85.417271,47587.0,7.0,32847.0,6.0,5.0,50706.0,202077.0,23778.0,20169.0,695965.0,4725.0,8839.0,18013.0,120164.0,11691.0,2271.0,130320.0,777.0,304.0,17835671.0,7478744.0,468879493.0,441221.0,30771.0,1259088.0,114710.0,38265.0,68212.0,7165.0,250462.0,69226.0,192545.0,94645.0,RFCW,0.567657687,0.054980794,0.01079549,0.012655217
IN,18115,Ohio County,4,1,5,3,8,3,9,6,3,5,3,3,4,3,4,7,5,3,5,3,7,8,5,3,9,2,18.0,IN,"Ohio County, IN",18115.0,Ohio County,38.940527,-84.964299,6003.0,2.0,1390.0,1.0,4.0,40201.0,33025.0,4465.0,2791.0,43476.0,385.0,517.0,2427.0,9903.0,1194.0,369.0,0.0,0.0,0.0,1826687.0,794461.0,49700606.0,2728.0,190.0,1565.0,18747.0,2390.0,5622.0,0.0,1548.0,86.0,19720.0,10054.0,RFCW,0.567657687,0.054980794,0.01079549,0.012655217
IN,18117,Orange County,39,1,2,3,1,3,9,8,461,2,7,9,7,5,4,1,9,7,6,3,18,41,71,5,15,100,18.0,IN,"Orange County, IN",18117.0,Orange County,38.547381,-86.489257,19579.0,5.0,12275.0,4.0,4.0,40504.0,112602.0,12859.0,9084.0,162124.0,1537.0,2865.0,7720.0,66675.0,6387.0,862.0,143395.0,985.0,487.0,7386853.0,3072305.0,193763015.0,93367.0,6511.0,321971.0,63920.0,8914.0,37849.0,7884.0,53000.0,17702.0,79745.0,38881.0,RFCW,0.567657687,0.054980794,0.01079549,0.012655217
IN,18119,Owen County,6,4,6,6,7,1,7,5,77,8,2,5,8,9,6,5,7,2,5,3,5,5,16,9,7,54,18.0,IN,"Owen County, IN",18119.0,Owen County,39.317339,-86.838845,21038.0,5.0,6046.0,2.0,5.0,50502.0,133057.0,14987.0,9972.0,162642.0,1506.0,2189.0,8581.0,23352.0,2097.0,823.0,52979.0,339.0,321.0,7729164.0,3679620.0,207646057.0,66453.0,4635.0,87024.0,75531.0,8942.0,13256.0,2913.0,37723.0,4785.0,83440.0,46566.0,RFCW,0.567657687,0.054980794,0.01079549,0.012655217
IN,18121,Parke County,4,2,5,8,9,7,6,2,37,6,4,1,1,3,4,8,3,6,2,9,2,9,14,8,3,55,18.0,IN,"Parke County, IN",18121.0,Parke County,39.77425,-87.19695,17033.0,5.0,4690.0,1.0,5.0,50501.0,88438.0,9811.0,8050.0,171624.0,1547.0,2265.0,6150.0,29953.0,2671.0,636.0,56170.0,402.0,226.0,7072828.0,3257463.0,189252995.0,51841.0,3615.0,63639.0,50202.0,9436.0,17003.0,3088.0,29428.0,3499.0,76355.0,41224.0,RFCW,0.567657687,0.054980794,0.01079549,0.012655217
IN,18123,Perry County,14,9,2,6,3,5,7,2,44,4,4,8,9,5,9,2,4,8,7,6,3,13,32,4,6,695,18.0,IN,"Perry County, IN",18123.0,Perry County,38.081436,-86.62654,19301.0,5.0,11712.0,4.0,4.0,40504.0,83079.0,10935.0,8511.0,220105.0,2471.0,4205.0,7318.0,63353.0,6976.0,1058.0,95682.0,854.0,466.0,9718406.0,5230761.0,271042892.0,659181.0,45972.0,1091094.0,47160.0,12102.0,35963.0,5261.0,374189.0,59989.0,104915.0,66196.0,RFCW,0.567657687,0.054980794,0.01079549,0.012655217
IN,18125,Pike County,6,8,2,5,2,318,2,6,90,7,4,9,5,81,4,2,7,7,8,7,8,15,25,4,5,15,18.0,IN,"Pike County, IN",18125.0,Pike County,38.397898,-87.232532,12554.0,4.0,3961.0,1.0,4.0,40401.0,66505.0,7636.0,5704.0,134266.0,1184.0,2271.0,4957.0,26127.0,2390.0,594.0,46727.0,294.0,293.0,6681640.0,3385170.0,182435056.0,78521.0,5476.0,197587.0,37752.0,7382.0,14831.0,2569.0,44573.0,10863.0,72132.0,42840.0,RFCW,0.567657687,0.054980794,0.01079549,0.012655217
IN,18127,Porter County,125,70,6,7,8,2,16,17,392,23,4,6,6,10,4,4,7,10,7,11,122,284,533,72,102,1124,18.0,IN,"Porter County, IN",18127.0,Porter County,41.509916,-87.071313,167016.0,10.0,108880.0,9.0,5.0,51009.0,556990.0,72469.0,66942.0,5318062.0,34939.0,65873.0,62429.0,605948.0,71495.0,7544.0,2623231.0,15633.0,4357.0,89203060.0,36765808.0,2426622198.0,1868177.0,130288.0,30088340.0,316180.0,292391.0,343971.0,144227.0,1060485.0,1654281.0,962991.0,465279.0,RFCW,0.567657687,0.054980794,0.01079549,0.012655217
IN,18129,Posey County,10,15,7,3,23,61,6,5,62,6,2,9,9,4,570,6,3,232,50,3,20,35,81,12,15,106,18.0,IN,"Posey County, IN",18129.0,Posey County,38.027614,-87.868653,25527.0,6.0,17848.0,5.0,4.0,40605.0,128017.0,17999.0,11314.0,375800.0,3294.0,6111.0,10017.0,48613.0,5642.0,1498.0,114744.0,717.0,720.0,12748541.0,7225037.0,361004096.0,780659.0,54444.0,16214354.0,72670.0,20662.0,27596.0,6309.0,443147.0,891478.0,137627.0,91434.0,RFCW,0.567657687,0.054980794,0.01079549,0.012655217
IN,18131,Pulaski County,94,6,8,4,6,8,8,6,6,8,6,1,1,1,4,7,5,13,8,5,9,17,38,9,9,331,18.0,IN,"Pulaski County, IN",18131.0,Pulaski County,41.045272,-86.692538,12910.0,4.0,6929.0,2.0,5.0,50402.0,53376.0,6897.0,6033.0,254410.0,1671.0,2882.0,5174.0,31852.0,3704.0,938.0,170644.0,1017.0,542.0,7431609.0,3197471.0,196411758.0,49276.0,3437.0,115590.0,30299.0,13988.0,18081.0,9382.0,27972.0,6355.0,80228.0,40465.0,RFCW,0.567657687,0.054980794,0.01079549,0.012655217
IN,18133,Putnam County,10,1,1,1,7,5,2,3,99,6,9,8,7,3,94,1,6,29,9,2,23,46,91,12,16,476,18.0,IN,"Putnam County, IN",18133.0,Putnam County,39.665548,-86.853373,37626.0,6.0,22027.0,5.0,5.0,50605.0,199366.0,22194.0,14781.0,316724.0,2854.0,4254.0,12962.0,83637.0,7523.0,1771.0,89739.0,642.0,415.0,20648206.0,12930455.0,605822590.0,415400.0,28970.0,3631812.0,113171.0,17414.0,47477.0,4934.0,235805.0,199680.0,222907.0,163638.0,RFCW,0.567657687,0.054980794,0.01079549,0.012655217
IN,18135,Randolph County,5,5,3,7,8,5,3,4,403,8,8,2,9,5,8,1,5,70,22,6,17,38,66,4,14,341,18.0,IN,"Randolph County, IN",18135.0,Randolph County,40.164174,-85.005481,25403.0,6.0,11713.0,4.0,5.0,50604.0,149117.0,16986.0,11623.0,334018.0,3503.0,4832.0,10483.0,69863.0,6134.0,1669.0,213762.0,1812.0,743.0,11097395.0,4405608.0,289042343.0,272747.0,19022.0,6197233.0,84647.0,18365.0,39658.0,11753.0,154827.0,340729.0,119802.0,55754.0,RFCW,0.567657687,0.054980794,0.01079549,0.012655217
IN,18137,Ripley County,10,8,1,4,2,4,7,8,96,1,2,7,8,9,7,9,11,12,8,6,12,28,56,9,11,223,18.0,IN,"Ripley County, IN",18137.0,Ripley County,39.10023,-85.260541,28633.0,6.0,18952.0,5.0,4.0,40605.0,160652.0,17944.0,12085.0,220219.0,2087.0,3802.0,10981.0,102528.0,9166.0,1851.0,85453.0,699.0,766.0,13471093.0,6852328.0,378901347.0,124098.0,8655.0,664886.0,91195.0,12108.0,58201.0,4698.0,70445.0,36556.0,145427.0,86718.0,RFCW,0.567657687,0.054980794,0.01079549,0.012655217
IN,18139,Rush County,7,5,8,3,3,5,2,7,89,9,6,9,5,9,2,4,4,3,6,4,18,39,67,5,14,75,18.0,IN,"Rush County, IN",18139.0,Rush County,39.622357,-85.466403,16873.0,4.0,6718.0,2.0,5.0,50402.0,89045.0,9929.0,7449.0,240599.0,2168.0,3151.0,6747.0,33481.0,2998.0,945.0,60900.0,436.0,282.0,7355558.0,3332214.0,198285730.0,34254.0,2389.0,35867.0,50547.0,13228.0,19006.0,3348.0,19445.0,1972.0,79407.0,42170.0,RFCW,0.567657687,0.054980794,0.01079549,0.012655217
IN,18141,St. Joseph County,651,133,25,19,19,4,21,42,449,35,56,10,10,3,2,4,4,33,15,16,269,425,763,131,181,3219,18.0,IN,"St. Joseph County, IN",18141.0,St. Joseph County,41.617699,-86.288159,267696.0,11.0,239753.0,11.0,5.0,51111.0,963584.0,110014.0,115358.0,7114618.0,46742.0,101360.0,100861.0,1202602.0,105658.0,16210.0,5795392.0,34538.0,9361.0,109343996.0,41321771.0,2896513508.0,1094328.0,76319.0,9332076.0,546986.0,391167.0,682666.0,318635.0,621204.0,513085.0,1180422.0,522936.0,RFCW,0.567657687,0.054980794,0.01079549,0.012655217
IN,18143,Scott County,7,6,3,4,4,9,4,4,16,9,5,9,5,5,3,5,6,6,8,4,10,23,43,1,3,394,18.0,IN,"Scott County, IN",18143.0,Scott County,38.679431,-85.751898,23734.0,5.0,12720.0,4.0,4.0,40504.0,140106.0,16167.0,10421.0,153202.0,1586.0,2886.0,8844.0,47739.0,4758.0,1112.0,164131.0,1116.0,430.0,11125323.0,6025221.0,314492516.0,119444.0,8330.0,386828.0,79532.0,8423.0,27099.0,9024.0,67803.0,21268.0,120103.0,76250.0,RFCW,0.567657687,0.054980794,0.01079549,0.012655217
IN,18145,Shelby County,24,18,6,4,6,6,8,5,74,1,1,6,7,6,78,8,9,80,20,1,28,45,105,963,42,517,18.0,IN,"Shelby County, IN",18145.0,Shelby County,39.524135,-85.792174,44404.0,7.0,31768.0,6.0,5.0,50706.0,241181.0,26746.0,19082.0,691692.0,6232.0,8555.0,17309.0,111994.0,10026.0,2521.0,278616.0,1981.0,1129.0,25663311.0,16269748.0,760226342.0,693379.0,48357.0,4176133.0,136908.0,38030.0,63574.0,15319.0,393602.0,229607.0,277048.0,205897.0,RFCW,0.567657687,0.054980794,0.01079549,0.012655217
IN,18147,Spencer County,6,9,4,8,2,289,1,9,14,7,7,5,1,5,9,2,13,6,3,7,1,16,29,3,4,79,18.0,IN,"Spencer County, IN",18147.0,Spencer County,38.009697,-87.010375,20777.0,5.0,9313.0,3.0,4.0,40503.0,90123.0,13033.0,8927.0,225531.0,2167.0,4221.0,8065.0,320348.0,39162.0,1064.0,586161.0,3702.0,229.0,13674076.0,6931037.0,376770811.0,512185.0,35720.0,3036665.0,51159.0,12400.0,181848.0,32228.0,290746.0,166958.0,147618.0,87714.0,RFCW,0.567657687,0.054980794,0.01079549,0.012655217
IN,18149,Starke County,6,3,6,5,9,5,2,9,4,3,2,8,7,5,5,9,3,14,2,6,8,10,32,5,8,86,18.0,IN,"Starke County, IN",18149.0,Starke County,41.284478,-86.644636,23069.0,5.0,5833.0,2.0,5.0,50502.0,83743.0,10908.0,10962.0,586806.0,3855.0,7162.0,8727.0,52285.0,6175.0,1343.0,223810.0,1334.0,776.0,9371003.0,4158836.0,249840583.0,27886.0,1945.0,46413.0,47537.0,32263.0,29680.0,12305.0,15830.0,2552.0,101165.0,52631.0,RFCW,0.567657687,0.054980794,0.01079549,0.012655217
IN,18151,Steuben County,19,12,9,9,3,5,7,12,162,9,6,4,4,8,1,5,7,12,2,3,48,44,64,10,16,930,18.0,IN,"Steuben County, IN",18151.0,Steuben County,41.643467,-85.002405,34279.0,6.0,27691.0,6.0,5.0,50606.0,119195.0,15195.0,19478.0,548455.0,4409.0,7979.0,13451.0,178973.0,20412.0,2011.0,0.0,0.0,0.0,23130344.0,14467126.0,671223614.0,334307.0,23315.0,851951.0,67662.0,30154.0,101596.0,0.0,189772.0,46841.0,249703.0,183085.0,RFCW,0.567657687,0.054980794,0.01079549,0.012655217
IN,18153,Sullivan County,3,4,2,8,8,243,1,5,41,1,4,8,5,679,57,5,5,4,7,9,8,12,20,1,4,399,18.0,IN,"Sullivan County, IN",18153.0,Sullivan County,39.089225,-87.415843,21026.0,5.0,7598.0,3.0,4.0,40503.0,117785.0,13044.0,8852.0,247428.0,2473.0,3434.0,7713.0,46066.0,4121.0,1047.0,94945.0,784.0,498.0,10260315.0,4682958.0,274734793.0,133374.0,9302.0,380576.0,66862.0,13604.0,26150.0,5220.0,75711.0,20924.0,110765.0,59264.0,RFCW,0.567657687,0.054980794,0.01079549,0.012655217
IN,18155,Switzerland County,2,2,16,16,12,5,7,7,4,5,9,1,2,8,6,2,7,1,8,4,8,2,3,7,9,57,18.0,IN,"Switzerland County, IN",18155.0,Switzerland County,38.825854,-85.029681,10484.0,3.0,2130.0,1.0,4.0,40301.0,64071.0,7141.0,5083.0,44148.0,430.0,589.0,4102.0,19566.0,1748.0,425.0,111789.0,676.0,139.0,3266449.0,1543278.0,89463481.0,9846.0,687.0,8087.0,36370.0,2427.0,11107.0,6146.0,5589.0,445.0,35263.0,19531.0,RFCW,0.567657687,0.054980794,0.01079549,0.012655217
IN,18157,Tippecanoe County,12,85,4,6,30,9,33,19,61,17,3,7,5,5,3,3,2,53,16,10,134,283,453,67,135,10411,18.0,IN,"Tippecanoe County, IN",18157.0,Tippecanoe County,40.38913,-86.893555,183397.0,10.0,132473.0,10.0,5.0,51010.0,732369.0,81148.0,73724.0,2915031.0,25692.0,44762.0,68172.0,582745.0,51985.0,6954.0,1188088.0,8476.0,3142.0,61557126.0,27049235.0,1700017075.0,919171.0,64104.0,10242224.0,415735.0,160271.0,330800.0,65322.0,521774.0,563126.0,664539.0,342314.0,RFCW,0.567657687,0.054980794,0.01079549,0.012655217
IN,18159,Tipton County,4,27,8,1,6,7,8,5,14,8,4,7,4,7,4,1,6,37,17,4,5,13,25,1,2,428,18.0,IN,"Tipton County, IN",18159.0,Tipton County,40.310229,-86.056207,15447.0,4.0,6740.0,2.0,5.0,50402.0,84259.0,9346.0,7217.0,257145.0,2286.0,3307.0,6401.0,44835.0,3997.0,1240.0,49288.0,353.0,197.0,9185815.0,4573810.0,252324158.0,57289.0,3995.0,138533.0,47830.0,14138.0,25451.0,2710.0,32520.0,7617.0,99165.0,57883.0,RFCW,0.567657687,0.054980794,0.01079549,0.012655217
IN,18161,Union County,14,6,4,4,3,8,4,3,14,4,5,9,9,9,3,1,6,6,7,1,6,5,16,7,1,15,18.0,IN,"Union County, IN",18161.0,Union County,39.623111,-84.925152,7251.0,2.0,1812.0,1.0,5.0,50201.0,39939.0,4424.0,3221.0,55716.0,626.0,726.0,2917.0,11944.0,1066.0,427.0,0.0,0.0,0.0,2923430.0,1357173.0,79087997.0,38786.0,2705.0,103840.0,22672.0,3063.0,6780.0,0.0,22017.0,5709.0,31560.0,17175.0,RFCW,0.567657687,0.054980794,0.01079549,0.012655217
IN,18163,Vanderburgh County,70,154,2,6,1,35,49,52,418,40,17,11,10,2,142,89,8,59,27,18,221,469,826,143,153,1581,18.0,IN,"Vanderburgh County, IN",18163.0,Vanderburgh County,38.02007,-87.586166,181692.0,10.0,203189.0,11.0,4.0,41011.0,827816.0,124634.0,83276.0,3239162.0,28348.0,54291.0,74313.0,765413.0,93862.0,10766.0,1920108.0,11987.0,5313.0,65267233.0,23972352.0,1715903477.0,1355479.0,94532.0,7290557.0,469916.0,178092.0,434492.0,105569.0,769448.0,400841.0,704592.0,303375.0,RFCW,0.567657687,0.054980794,0.01079549,0.012655217
IN,18165,Vermillion County,32,4,9,7,41,72,3,2,184,9,4,1,9,6,4,1,6,5,6,3,5,28,62,1,12,28,18.0,IN,"Vermillion County, IN",18165.0,Vermillion County,39.854045,-87.462071,15752.0,4.0,6231.0,2.0,5.0,50402.0,92288.0,10197.0,7442.0,215397.0,1941.0,2972.0,6600.0,34075.0,3038.0,1018.0,55320.0,396.0,352.0,9677111.0,5077366.0,268814052.0,123559.0,8617.0,599509.0,52388.0,11843.0,19343.0,3042.0,70139.0,32961.0,104469.0,64255.0,RFCW,0.567657687,0.054980794,0.01079549,0.012655217
IN,18167,Vigo County,11,52,7,9,30,4,6,10,97,11,6,1,1,7,57,17,4,10,1,6,71,152,273,45,59,1473,18.0,IN,"Vigo County, IN",18167.0,Vigo County,39.429143,-87.390375,108099.0,9.0,87582.0,9.0,5.0,50909.0,531654.0,58781.0,46396.0,1577865.0,14220.0,22671.0,40753.0,385980.0,34445.0,7350.0,967711.0,6925.0,3722.0,46100381.0,18575326.0,1216822338.0,1258080.0,87740.0,6751743.0,301797.0,86752.0,219104.0,53206.0,714159.0,371216.0,497676.0,235075.0,RFCW,0.567657687,0.054980794,0.01079549,0.012655217
IN,18169,Wabash County,3,13,4,6,4,7,8,6,36,222,4,2,7,4,51,7,3,171,33,1,14,34,57,12,16,349,18.0,IN,"Wabash County, IN",18169.0,Wabash County,40.843747,-85.795192,32177.0,6.0,21150.0,5.0,5.0,50605.0,160306.0,17756.0,14088.0,655253.0,4381.0,7952.0,12767.0,109601.0,9757.0,2254.0,465707.0,2821.0,1227.0,16208797.0,6503018.0,422533035.0,407325.0,28407.0,6100914.0,90999.0,36026.0,62216.0,25605.0,231221.0,335433.0,174982.0,82297.0,RFCW,0.567657687,0.054980794,0.01079549,0.012655217
IN,18171,Warren County,4,15,8,5,8,5,7,3,34,6,9,5,1,4,11,9,5,17,2,4,9,7,15,1,4,10,18.0,IN,"Warren County, IN",18171.0,Warren County,40.352658,-87.375847,8309.0,3.0,2760.0,1.0,5.0,50301.0,47143.0,5366.0,3672.0,74163.0,581.0,884.0,3327.0,12536.0,1198.0,464.0,4998.0,32.0,31.0,5316883.0,2440398.0,142638476.0,33117.0,2310.0,60966.0,26761.0,4078.0,7116.0,275.0,18799.0,3352.0,57398.0,30884.0,RFCW,0.567657687,0.054980794,0.01079549,0.012655217
IN,18173,Warrick County,4,29,7,2,8,346,7,1,158,11,5,5,2,13,21,5,3,8,6,8,37,69,142,22,31,318,18.0,IN,"Warrick County, IN",18173.0,Warrick County,38.097728,-87.272049,61427.0,8.0,28348.0,6.0,4.0,40806.0,288502.0,41989.0,24884.0,940438.0,8232.0,15637.0,23290.0,95720.0,11444.0,2427.0,272481.0,1701.0,1200.0,22017918.0,12461812.0,628470135.0,340590.0,23753.0,7523746.0,163770.0,51706.0,54336.0,14981.0,193339.0,413662.0,237694.0,157707.0,RFCW,0.567657687,0.054980794,0.01079549,0.012655217
IN,18175,Washington County,6,2,8,1,2,9,8,6,14,7,4,2,4,3,4,16,3,4,4,16,73,19,37,4,3,383,18.0,IN,"Washington County, IN",18175.0,Washington County,38.600613,-86.104751,27792.0,6.0,9610.0,3.0,4.0,40603.0,159434.0,18059.0,12182.0,140907.0,1458.0,2366.0,10540.0,85094.0,7673.0,1443.0,241287.0,1641.0,542.0,9951952.0,4349639.0,267700642.0,121690.0,8487.0,217581.0,90504.0,7747.0,48304.0,13266.0,69078.0,11963.0,107436.0,55046.0,RFCW,0.567657687,0.054980794,0.01079549,0.012655217
IN,18177,Wayne County,8,14,5,5,5,6,4,6,133,9,7,8,6,9,9,7,8,52,24,7,22,58,95,93,21,817,18.0,IN,"Wayne County, IN",18177.0,Wayne County,39.863091,-85.006735,67423.0,8.0,50087.0,7.0,5.0,50807.0,339022.0,38984.0,31096.0,1064065.0,9677.0,15107.0,26664.0,293328.0,31157.0,6312.0,465044.0,3341.0,1593.0,31112090.0,16478890.0,877520248.0,310888.0,21682.0,844086.0,192449.0,58503.0,166510.0,25568.0,176478.0,46409.0,335870.0,208544.0,RFCW,0.567657687,0.054980794,0.01079549,0.012655217
IN,18179,Wells County,1,12,3,1,6,8,16,8,57,9,2,5,5,1,30,2,5,97,22,6,21,61,86,4,12,955,18.0,IN,"Wells County, IN",18179.0,Wells County,40.735273,-85.212974,27836.0,6.0,21124.0,5.0,5.0,50605.0,143282.0,16152.0,14621.0,445978.0,2984.0,6464.0,10828.0,152719.0,13363.0,1901.0,283680.0,1696.0,430.0,11313201.0,4509258.0,296139395.0,166520.0,11613.0,3970897.0,81335.0,24520.0,86692.0,15597.0,94526.0,218323.0,122132.0,57066.0,RFCW,0.567657687,0.054980794,0.01079549,0.012655217
IN,18181,White County,26,81,5,2,3,3,3,5,144,8,4,7,2,5,7,1,4,12,6,4,26,55,98,11,20,472,18.0,IN,"White County, IN",18181.0,White County,40.75095,-86.864293,24265.0,5.0,14618.0,4.0,5.0,50504.0,95359.0,12434.0,12935.0,614961.0,4040.0,7905.0,9670.0,64828.0,7570.0,1924.0,410113.0,2444.0,1112.0,18357596.0,11029604.0,529763948.0,562146.0,39205.0,2764862.0,54131.0,33811.0,36800.0,22548.0,319107.0,152014.0,198179.0,139582.0,RFCW,0.567657687,0.054980794,0.01079549,0.012655217
IN,18183,Whitley County,3,5,7,4,7,2,8,9,46,8,9,5,3,4,4,5,2,5,1,3,15,28,63,8,13,952,18.0,IN,"Whitley County, IN",18183.0,Whitley County,41.136426,-85.501892,33354.0,6.0,21702.0,5.0,5.0,50605.0,175566.0,20112.0,14421.0,516346.0,3392.0,7549.0,13232.0,72925.0,6879.0,1630.0,389002.0,2318.0,823.0,16641558.0,7424396.0,446781124.0,1029805.0,71820.0,4101143.0,99661.0,28389.0,41396.0,21388.0,584577.0,225484.0,179654.0,93957.0,RFCW,0.567657687,0.054980794,0.01079549,0.012655217
IA,19001,Adair County,7,6,4,4,3,9,6,7,127,5,7,1,4,8,8,2,3,9,6,8,5,6,8,4,6,38,19.0,IA,"Adair County, IA",19001.0,Adair County,41.328528,-94.478164,7330.0,2.0,3186.0,1.0,5.0,50201.0,38564.0,5075.0,3575.0,132785.0,1105.0,1870.0,3228.0,28797.0,2856.0,763.0,112604.0,697.0,376.0,16846411.0,16127760.0,459783823.0,55233.0,3340.0,26621.0,21820.0,7301.0,16294.0,6191.0,31252.0,1464.0,181865.0,204100.0,MROW,0.565822454,0.054980794,0.01079549,0.012655217
IA,19003,Adams County,22,1,6,7,8,4,2,3,3,1,4,5,7,9,5,2,1,51,2,6,7,9,7,1,6,15,19.0,IA,"Adams County, IA",19003.0,Adams County,41.021656,-94.696906,3822.0,1.0,2077.0,1.0,5.0,50101.0,20825.0,2300.0,1951.0,68842.0,559.0,891.0,1681.0,7356.0,610.0,514.0,52234.0,316.0,226.0,1728180.0,708753.0,36226919.0,37815.0,2286.0,1904708.0,11783.0,3785.0,4162.0,2872.0,21397.0,104722.0,18657.0,8969.0,MROW,0.565822454,0.054980794,0.01079549,0.012655217
IA,19005,Allamakee County,2,8,6,6,6,63,3,13,10,3,6,2,5,3,1,2,5,12,5,7,17,2,14,4,4,53,19.0,IA,"Allamakee County, IA",19005.0,Allamakee County,43.274964,-91.382751,14001.0,4.0,7967.0,3.0,6.0,60403.0,57654.0,8512.0,7440.0,192740.0,1631.0,2432.0,6035.0,33085.0,3589.0,1115.0,155302.0,944.0,490.0,3997075.0,1384001.0,82273670.0,101083.0,6112.0,158457.0,32622.0,10597.0,18720.0,8539.0,57195.0,8712.0,43150.0,17515.0,MROW,0.565822454,0.054980794,0.01079549,0.012655217
IA,19007,Appanoose County,8,5,7,5,5,6,3,1,30,8,4,2,3,4,9,7,1,1,1,8,11,7,12,1,4,44,19.0,IA,"Appanoose County, IA",19007.0,Appanoose County,40.744296,-92.873061,12602.0,4.0,7478.0,2.0,5.0,50402.0,54707.0,8076.0,6400.0,183351.0,1559.0,2427.0,5430.0,32947.0,3572.0,961.0,148250.0,986.0,422.0,3540656.0,1115124.0,71503499.0,71500.0,4323.0,102536.0,30955.0,10081.0,18642.0,8151.0,40456.0,5637.0,38223.0,14112.0,MROW,0.565822454,0.054980794,0.01079549,0.012655217
IA,19009,Audubon County,8,17,8,2,5,4,5,6,3,8,8,1,8,8,5,1,5,6,9,7,10,7,14,8,9,36,19.0,IA,"Audubon County, IA",19009.0,Audubon County,41.679178,-94.904312,5793.0,2.0,2377.0,1.0,5.0,50201.0,34668.0,3566.0,2913.0,120290.0,970.0,1582.0,2667.0,8438.0,654.0,664.0,75469.0,446.0,292.0,1187942.0,340161.0,23706357.0,26144.0,1581.0,16746.0,19616.0,6614.0,4774.0,4149.0,14793.0,921.0,12824.0,4305.0,MROW,0.565822454,0.054980794,0.01079549,0.012655217
IA,19011,Benton County,64,6,5,3,3,1,9,2,112,2,1,4,6,5,11,5,7,7,8,2,20,8,26,7,5,70,19.0,IA,"Benton County, IA",19011.0,Benton County,42.092547,-92.05763,25720.0,6.0,8811.0,3.0,5.0,50603.0,106633.0,15537.0,10801.0,495803.0,4134.0,6514.0,10155.0,50775.0,5491.0,2073.0,223834.0,1404.0,912.0,12953611.0,6882966.0,296393056.0,67935.0,4108.0,37173.0,60335.0,27260.0,28730.0,12307.0,38439.0,2044.0,139841.0,87105.0,MROW,0.565822454,0.054980794,0.01079549,0.012655217
IA,19013,Black Hawk County,16,130,5,6,78,3,2,86,176,6,3,4,9,6,145,1,7,48,19,30,208,93,328,88,87,867,19.0,IA,"Black Hawk County, IA",19013.0,Black Hawk County,42.471541,-92.308033,132821.0,10.0,136996.0,10.0,6.0,61010.0,483203.0,48932.0,55316.0,2641473.0,21220.0,42811.0,52506.0,476807.0,35111.0,8328.0,2001527.0,11843.0,3662.0,56735966.0,15906018.0,1157169745.0,863378.0,52204.0,1947484.0,273407.0,145230.0,269788.0,110046.0,488519.0,107074.0,612493.0,201294.0,MROW,0.565822454,0.054980794,0.01079549,0.012655217
IA,19015,Boone County,8,22,2,1,5,3,7,15,211,2,4,8,8,4,24,2,2,20,2,6,54,16,42,16,12,72,19.0,IA,"Boone County, IA",19015.0,Boone County,42.038601,-93.938363,26411.0,6.0,14020.0,4.0,5.0,50604.0,98643.0,14476.0,11478.0,505997.0,4260.0,7665.0,10943.0,79449.0,8605.0,1997.0,310875.0,1972.0,878.0,12407697.0,4470271.0,261530366.0,57788.0,3494.0,51479.0,55814.0,27820.0,44954.0,17092.0,32698.0,2830.0,133947.0,56572.0,MROW,0.565822454,0.054980794,0.01079549,0.012655217
IA,19017,Bremer County,7,109,9,9,10,3,2,10,53,7,3,5,1,8,10,1,4,1,8,2,24,1,24,1,6,331,19.0,IA,"Bremer County, IA",19017.0,Bremer County,42.780895,-92.327356,24663.0,5.0,17842.0,5.0,6.0,60505.0,97884.0,11321.0,9870.0,473858.0,3832.0,6574.0,9343.0,48464.0,4129.0,1722.0,250154.0,1487.0,757.0,11961177.0,4645243.0,253938600.0,194032.0,11732.0,484392.0,55385.0,26053.0,27422.0,13754.0,109787.0,26632.0,129127.0,58787.0,MROW,0.565822454,0.054980794,0.01079549,0.012655217
